"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL(L/h)","V2 (L)","KA","WT on CL","WT on V","Q (L/h)","V3 (L)","alag1","age on CL","bili","alt","tras","cap","age on V","keto","age on Ka","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","SIGMA(1,1)","SIGMA(2,2)","seCL(L/h)","seV2 (L)","seKA","seWT on CL","seWT on V","seQ (L/h)","seV3 (L)","sealag1","seage on CL","sebili","sealt","setras","secap","seage on V","seketo","seage on Ka","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19","EI20","EI21"
432,1,1,1,0,0,0,0,1,0,0,0,0,0.3,NA,FOCE_I,0:12:06,723.53,0,49762.1855510983,188.467,3872.89,0.340033,0.369276,0.252769,55.8291,1217.52,0.729799,-0.191224,-0.0334561,0.087198,1.35853,1.07672,1.49011,0.176135,1.30347,0.184663,0.593659,0.705011,0.103745,4.34289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,1,1,1,0,0,0,0,1,0,0,2,0,NA,NA,FOCE_I,0:24:47,1485.46,0,49861.9822511103,196.079,4607.42,0.399604,0.401882,0.565104,47.1907,1363.2,0.739686,-0.028242,0.0200301,-0.0437344,1.67672,0.889286,1.81471,0.187518,1.56448,0.193566,0.668329,0.674785,0.1067,2.08221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,1,1,1,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,0:20:07,261.99,942.82,47995.720935454,196.318,4835.94,0.408342,0.431402,0.609886,50.7433,2073.77,0.747991,-0.0242915,-0.00953224,-0.0438826,0.522865,1.08938,1.76784,0.157315,1.44646,0.192513,0.684952,0.804782,0.0991647,0.579472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:03:52,229.82,0,49460.3183489439,193.247,4464.3,0.379016,0.363679,0.116072,49.228,1472.7,0.748225,-0.111093,0.0212156,0.14984,1.6875,0.93106,1.32496,0.161119,1.13269,0.175149,0.656254,0.971798,0.105518,2.00326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,1,1,1,0,0,0,0,1,0,0,1,0,1.4,NA,FOCE_I,0:18:54,1131.51,0,50431.1007601859,184.495,3937.01,0.351837,0.233243,0.588426,52.706,1470.64,0.721361,-0.0799762,-0.0905228,-0.00773459,0.575128,0.93179,1.17237,0.225645,1.0002,0.18761,0.450508,0.831031,0.108927,1.98538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,1,1,1,1,1,0,0,0,0,0,0,0,4,79.0658,FOCE_I,0:15:14,303.53,609.03,48648.7404598658,188.864,4209.82,0.385271,0.413049,0.354904,49.3226,1413.8,0.724552,-0.174895,-0.00222565,0.172783,0.768828,0.938937,1.86402,0.148522,1.61367,0.173019,0.532653,0.698777,0.103977,3.44252,4.48648,212.245,0.0325137,0.0649009,0.0788598,4.72808,137.406,0.0221253,0.0547135,0.0092602,0.0899216,0.207056,0.0574837,0.146251,0.0129019,0.139512,0.0117167,0.0791816,0.108401,0.00490122,1.0007,NA,NA,NA,NA,0.0595481,0.0747269,0.161145,0.205254,0.281927,0.343349,0.363982,0.458188,0.516539,0.536186,0.696193,0.829664,0.953114,0.978174,1.0409,1.16322,1.37787,1.67566,1.93633,2.63982,4.70822
438,1,1,1,1,0,0,1,0,2,1,1,0,3.2,NA,FOCE_I,0:04:32,270.52,0,48813.0941181493,211.126,5183.53,0.542223,0.235637,0.00462064,41.7076,1667.18,0.709442,0.00192858,0.0857533,-0.0132227,0.571697,0.923372,1.57243,0.191663,1.74042,0.215932,0.561731,0.794383,0.101115,4.7531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,1,1,1,0,0,0,0,1,0,0,0,0,1.4,NA,FOCE_I,0:08:19,496.55,0,49126.1505841217,197.998,4502.74,0.438819,0.275489,0.399723,51.7846,1334.61,0.727762,-0.174048,0.0401836,0.0788348,0.577405,1.02232,1.68478,0.188101,1.67733,0.207921,0.552599,0.72496,0.101693,2.35411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,1,1,1,1,1,0,0,0,0,0,0,0,3.6,90.6632,FOCE_I,0:20:58,349.62,905.97,48608.3164645858,191.539,4095.99,0.296835,0.503292,0.430396,49.8476,1833.13,0.745846,-0.123765,-0.0426269,0.104142,0.823676,1.00456,1.87572,0.141132,1.26295,0.179155,0.721131,0.864631,0.105049,2.82082,6.17827,307.615,0.0304736,0.0999581,0.129168,4.55553,297.438,0.0219778,0.0668429,0.0508074,0.121879,0.297325,0.0679171,0.169614,0.0133744,0.164701,0.0116183,0.090501,0.117651,0.00503074,1.13396,NA,NA,NA,NA,0.0423504,0.0516838,0.135678,0.155569,0.198517,0.285196,0.318188,0.452585,0.507921,0.587584,0.654121,0.697277,0.849668,0.957991,1.03571,1.36522,1.37948,1.48695,2.28083,3.71786,3.83962
441,1,1,1,0,0,0,0,1,20,1,2,0,NA,NA,FOCE_I,0:15:42,940.02,0,49093.1827372537,188.539,4216.98,0.384326,0.354475,0.350902,61.3583,1435.31,0.713144,-0.154078,-0.043061,0.137162,0.882252,1.02823,1.21968,0.223522,1.10516,0.189545,0.532288,0.662857,0.103932,0.895657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,1,1,1,0,0,0,1,1,2,1,0,0,NA,NA,FOCE_I,0:13:56,833.97,0,49863.753481994,193.077,3880.32,0.33839,0.280819,0.575618,59.2273,1754.69,0.718815,-0.0780275,-0.0172565,0.0168883,0.951406,0.976387,1.6667,0.136459,1.38974,0.175842,0.548853,0.762855,0.112223,0.000269559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,1,1,1,0,0,0,0,1,8,1,0,0,NA,NA,FOCE_I,0:03:31,209.22,0,48036.7331056577,188.325,3886.45,0.323206,0.5093,0.521825,59.6348,1444.03,0.732085,-0.0965384,-0.01464,0.137228,0.882252,0.967839,1.49056,0.160291,1.06634,0.184921,0.606198,0.661983,0.112911,0.566557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,1,1,1,0,0,0,0,1,0,0,2,0,2.3,NA,FOCE_I,0:11:20,678.03,0,48749.6273951836,206.797,5044.37,0.418377,0.336945,0.299512,56.1583,1571.18,0.712999,0.0177564,-0.030885,0.0651493,0.525136,0.906243,2.03021,0.161948,1.62302,0.195267,0.636647,0.550997,0.111076,2.33176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,1,1,1,1,1,0,0,0,0,0,0,0,3.2,284.312,FOCE_I,0:22:03,241.12,1079.79,49716.1894047336,196.526,4159.81,0.361647,0.566759,0.716063,44.0728,1338.84,0.710487,-0.0886708,0.0255025,0.0169234,0.684846,0.879131,1.63016,0.171291,1.28093,0.178424,0.611286,0.723588,0.107041,2.33774,5.43433,359.758,0.0307513,0.125494,0.405646,5.85639,188.813,0.0208078,0.0565497,0.0359585,0.330213,0.175847,0.0595937,0.234211,0.0171852,0.143199,0.0123512,0.0816974,0.103467,0.0044756,1.13477,NA,NA,NA,NA,0.0243718,0.0476289,0.0836588,0.121263,0.157144,0.191779,0.208859,0.319751,0.348471,0.46397,0.503283,0.528368,0.7632,0.796721,0.872261,0.945785,1.09106,1.56447,1.95935,3.07943,6.92917
446,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:03:45,223.19,0,47689.3997558177,187.562,4065.99,0.326431,0.438444,0.463769,47.6073,1379.18,0.7152,-0.118132,0.0657137,0.107457,0.569813,1.14053,1.80061,0.174465,1.30856,0.171305,0.533862,0.694086,0.105044,3.49811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,1,1,1,0,0,0,0,1,0,0,0,0,0.6,NA,FOCE_I,0:05:41,339.3,0,48123.3400542034,210.797,4575.37,0.374666,0.383373,0.460124,49.3403,1303.43,0.73182,-0.0569831,-0.00482696,0.0197503,0.811858,0.859576,1.83562,0.173676,1.57932,0.214188,0.564123,0.64636,0.103717,3.51749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,1,1,1,1,0,1,0,0,0,0,0,0,3,NA,FOCE_I,0:21:56,269.82,1044.09,48652.9081274461,194.408,4241.64,0.349153,0.444,0.323355,54.0265,1462.46,0.755983,-0.08271,0.00393238,-0.0982177,0.532228,1.08359,1.67639,0.187637,1.36982,0.195344,0.605633,0.72946,0.109555,2.70693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,1,1,1,1,1,0,0,0,0,0,0,0,3.7,83190400,FOCE_I,0:22:12,345.18,984.89,49731.9722965749,190.766,4447.72,0.50626,0.300956,0.603108,51.0243,1482.72,0.729839,-0.0535131,-0.0432378,0.132052,0.568415,0.999038,1.55066,0.182301,1.63423,0.186945,0.550217,0.718968,0.106529,1.68784,6.2243,302.475,0.0513388,0.222356,0.379538,4.54834,121.637,0.0225107,0.0640554,0.0567152,0.148486,0.0634404,0.0726692,0.197274,0.0227719,0.166789,0.0129868,0.0705272,0.105877,0.00415316,1.00876,NA,NA,NA,NA,8.93328e-08,0.00806298,0.0239767,0.0472269,0.0780402,0.126087,0.190988,0.216591,0.257899,0.281268,0.394293,0.504985,0.600332,0.73133,0.92146,0.995096,1.13554,1.52725,2.20706,3.32088,7.43163
450,1,1,1,1,1,0,0,0,0,0,0,0,3.5,237936000,FOCE_I,0:21:55,370.87,941.74,49008.1452129124,191.306,4115.3,0.41664,0.331918,0.628375,54.4164,1444.84,0.752863,-0.152881,-0.0097655,0.0016235,1.44745,0.997972,1.76553,0.183996,1.68034,0.163992,0.527186,0.79564,0.102897,3.31446,5.48615,302.943,0.0489251,0.11032,0.2015,5.5928,157.595,0.0187191,0.0773072,0.0300531,0.0724568,0.201963,0.0596956,0.176444,0.0251495,0.191734,0.0114099,0.0687804,0.117843,0.00460668,1.02109,NA,NA,NA,NA,2.62947e-08,0.025082,0.0618372,0.0941142,0.14017,0.17562,0.193383,0.243213,0.317143,0.404913,0.433962,0.549018,0.707248,0.787876,0.93519,1.05475,1.15986,1.32323,2.36457,3.77238,6.25645
451,1,1,1,1,0,0,1,0,8,1,0,0,3.3,NA,FOCE_I,0:12:25,742.5,0,49274.2241529092,202.302,4440.86,0.398191,0.181067,0.00462064,49.4817,1655.7,0.699711,-0.0564043,0.0183822,0.0052323,0.921549,0.868515,1.61488,0.154162,1.42187,0.180837,0.550588,0.733092,0.10776,2.82514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,1,1,1,0,0,0,0,1,0,0,1,0,2.2,NA,FOCE_I,0:08:03,481.1,0,49569.5680607539,192.682,4365.43,0.437793,0.368973,0.496699,53.3353,1646.93,0.70175,-0.18794,0.0161319,0.0435913,0.929596,0.990535,1.65847,0.155048,1.64181,0.192443,0.537463,0.744672,0.100736,1.61901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,1,1,1,0,0,0,0,1,15,1,1,0,NA,NA,FOCE_I,0:10:59,657.68,0,48463.2613232053,194.822,4780.41,0.432527,0.515823,0.300721,50.0208,1718.86,0.72115,-0.0474055,-0.0504468,0.0382463,0.882252,1.15023,1.46483,0.188283,1.3129,0.203839,0.485743,0.638391,0.102689,2.06436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,1,1,1,1,1,0,0,0,0,0,0,0,3.5,69.4257,FOCE_I,0:23:06,563.17,820.34,49277.7632545839,200.939,4034.23,0.339743,0.42057,0.212788,57.5322,1409.93,0.72322,-0.088685,0.0452657,0.0151509,0.964954,0.99489,1.58395,0.141268,1.22569,0.175662,0.57884,0.91307,0.105374,2.91138,5.23651,239.827,0.027797,0.114993,0.218007,6.17798,143.052,0.0234635,0.0618827,0.0311217,0.0976596,0.421035,0.0717292,0.161073,0.0144246,0.150119,0.0106601,0.0795521,0.125306,0.00501077,0.875648,NA,NA,NA,NA,0.063646,0.122679,0.137075,0.190409,0.216388,0.269191,0.313793,0.367713,0.470294,0.493719,0.691347,0.719914,0.859655,0.984499,1.01377,1.0967,1.37108,1.63963,2.10801,3.45182,4.41867
455,1,1,1,1,1,0,0,0,0,0,0,0,3.1,6089240,FOCE_I,0:13:44,165.72,656.07,48890.0128040783,186.904,4536.68,0.375404,0.321124,0.604025,56.8699,1368.74,0.698899,-0.109563,-0.0243492,0.309802,0.586151,0.960737,1.69173,0.178078,1.25792,0.17987,0.630894,0.69532,0.111892,0.632869,4.71907,235.109,0.0416975,0.0324487,0.136003,4.6684,75.7955,0.0257051,0.0528478,0.0265015,0.103703,0.0161307,0.0672962,0.141781,0.019926,0.18519,0.012377,0.0758625,0.107707,0.00432365,0.299582,NA,NA,NA,NA,6.82254e-07,0.039179,0.0676459,0.156283,0.223722,0.30821,0.341548,0.397359,0.465164,0.530692,0.638462,0.783834,0.823237,0.999633,1.01443,1.09636,1.2658,1.77664,2.49479,3.42258,4.15441
456,1,1,1,0,0,0,0,1,0,0,3,0,2.2,NA,FOCE_I,0:09:19,557.27,0,48184.1826606236,193.378,4299.74,0.345664,0.434847,0.241049,54.8797,1271.38,0.726398,-0.213085,0.0361494,-0.0329432,1.83096,0.936106,1.64476,0.181205,1.27202,0.191391,0.615226,0.822103,0.102841,3.90549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,1,1,1,0,0,0,0,1,0,0,1,0,2.6,NA,FOCE_I,0:11:13,670.71,0,49466.9548635949,191.479,4186.84,0.333775,0.476736,0.322714,48.2141,1558.43,0.717222,-0.0715479,-0.0339964,-0.101905,0.994097,0.930133,1.65667,0.160744,1.3522,0.170031,0.626917,0.782183,0.0964275,3.42029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,1,1,1,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,0:11:21,678.88,0,48145.105397879,191.531,4296.01,0.355581,0.206063,0.62094,51.7445,1401.71,0.749702,-0.178795,0.0291851,0.242016,1.66143,0.890275,1.45052,0.155163,1.13175,0.179471,0.659597,0.838416,0.100791,2.60298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,1,1,1,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,0:04:30,268.09,0,48579.1409014194,199.713,4481.17,0.435872,0.438874,0.259866,53.457,1379.42,0.697434,-0.0682279,0.000512607,0.156964,1.03247,0.990062,1.91257,0.186696,1.98047,0.199485,0.49846,0.506918,0.109572,4.02441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,1,1,1,1,0,1,0,0,8,1,0,0,3.4,NA,FOCE_I,0:13:50,178.51,650,49408.1123612398,194.128,4751.54,0.39818,0.553299,0.400082,49.7024,1501.87,0.68997,0.00118932,-0.0487865,0.0172925,0.882252,1.09332,1.83678,0.166455,1.58781,0.161856,0.553874,0.626934,0.11233,2.15344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,1,1,1,0,0,0,0,1,0,0,0,0,0.8,NA,FOCE_I,0:12:25,743.43,0,49073.1963462375,203.904,5132.07,0.45494,0.477874,0.614025,50.9014,1345.46,0.714554,0.00150057,0.0108877,-0.0307235,0.514749,1.05873,2.08178,0.177645,1.78454,0.193695,0.614502,0.526969,0.113063,1.88581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,1,1,1,0,0,0,0,1,0,0,0,0,1,NA,FOCE_I,0:08:19,497.04,0,49738.2181199904,193.697,4833.04,0.4037,0.330633,0.102249,46.5055,1459.98,0.735793,-0.179191,-0.0463808,-0.15488,0.765563,0.943371,1.74624,0.15866,1.58363,0.194097,0.631583,0.842942,0.096907,3.20698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,1,1,1,0,0,0,0,1,0,0,0,0,2.1,NA,FOCE_I,0:12:53,771.37,0,47386.6188686722,200.108,4588.13,0.400405,0.338769,0.444183,56.296,1300.84,0.762514,-0.120943,-0.0427922,0.098731,0.691,0.959836,1.76557,0.193387,1.61033,0.178689,0.529296,0.615126,0.101862,3.67988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:06:55,413.09,0,48542.333004219,200.532,4077.99,0.378332,0.636859,0.497271,51.5716,1390.74,0.728181,-0.00232009,0.0569316,0.172398,1.92446,0.978499,1.75252,0.19711,1.45688,0.184542,0.536926,0.703827,0.107002,2.85507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,1,1,1,1,1,0,0,0,0,0,0,0,3,37323500,FOCE_I,0:20:12,292.42,917.6,49690.1008846626,199.434,4436.12,0.404365,0.160488,0.303695,57.6906,1490.24,0.724585,-0.169151,0.0116605,0.00372825,1.47964,0.92107,1.76055,0.173449,1.52246,0.210243,0.570567,0.682734,0.10625,2.1078,11.2031,344.087,0.0208276,0.127285,0.457306,4.46854,175.524,0.0178422,0.134381,0.0692518,0.313057,0.387934,0.0674443,0.137317,0.0193708,0.103887,0.0141855,0.0639223,0.111269,0.00482669,1.62843,NA,NA,NA,NA,2.31329e-07,0.00616305,0.0132944,0.0246796,0.044945,0.0900297,0.115663,0.176155,0.22594,0.352373,0.472138,0.49435,0.700316,0.855317,0.888244,1.06551,1.19606,1.46923,1.60968,2.5659,8.63401
466,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:09:30,567.98,0,48442.8431814401,201.909,4553.33,0.480611,0.341281,0.563399,47.6751,1805.99,0.737806,-0.0238841,0.110951,0.108229,0.895309,1.00002,1.92363,0.167477,1.93689,0.200677,0.500227,0.725033,0.104371,2.01027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,1,1,1,0,0,0,1,1,3,1,0,0,NA,NA,FOCE_I,0:07:37,455.19,0,48749.4013703517,180.255,4258.69,0.385617,0.280084,0.187121,57.985,1784.81,0.720225,-0.186749,-0.00550695,0.172015,1.55149,0.993914,1.4984,0.190277,1.30244,0.203092,0.603596,0.681316,0.10665,0.000269559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,1,1,1,0,0,0,0,1,0,0,0,0,2.2,NA,FOCE_I,0:07:20,438.53,0,48675.8809952294,192.208,4042.93,0.344282,0.244776,0.406496,48.1599,1557,0.784705,-0.158879,-0.00483507,0.245128,0.582362,0.962891,1.47592,0.166196,1.19494,0.185966,0.67231,0.884704,0.0937115,3.80144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,1,1,1,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,0:07:33,450.43,0,48961.4505782849,197.737,4486.67,0.389031,0.405261,0.566474,58.1151,1672.2,0.752433,-0.0268557,-0.0526809,0.0705977,1.02161,0.928981,1.88558,0.143813,1.41717,0.202051,0.64373,0.835939,0.105886,0.569912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,1,1,1,1,1,0,0,0,0,0,0,0,3.4,795849000,FOCE_I,0:14:12,214.3,635.74,48427.6155888324,195.122,4168.63,0.403695,0.347371,0.544255,50.3255,1766.65,0.698153,-0.0791546,0.0573861,-0.0231127,1.86157,1.00984,1.77772,0.183689,1.74194,0.196724,0.47652,0.705695,0.100021,3.10069,6.03077,281.893,0.0495045,0.0741362,0.291881,3.69415,277.728,0.0256045,0.0746536,0.0369498,0.203372,0.273203,0.0637219,0.149469,0.0269924,0.16384,0.0131188,0.0595588,0.109548,0.00444936,1.03025,NA,NA,NA,NA,6.64959e-09,0.0367021,0.0475336,0.132446,0.172407,0.194979,0.217041,0.35067,0.397645,0.509297,0.538532,0.652016,0.787881,0.977539,1.04075,1.10437,1.53754,1.99773,2.30052,2.71235,5.29207
471,1,1,1,0,0,0,0,1,0,0,1,0,3,NA,FOCE_I,0:04:17,255.32,0,48673.4645215927,210.714,4751.22,0.406512,0.324807,0.236075,54.8027,1399.34,0.705857,-0.0329287,0.0790063,0.0911222,1.93495,0.932272,1.68679,0.185252,1.37465,0.207015,0.652847,0.657939,0.0992757,3.62841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:03:24,201.85,0,50075.5962662677,188.524,4301.07,0.39731,0.303704,0.756169,51.8491,1283.18,0.711673,-0.112778,-0.0443819,0.129387,1.24785,1.08384,1.88754,0.165195,1.5148,0.182427,0.506756,0.594305,0.10904,3.7121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
