"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL(L/h)","V2 (L)","KA","WT on CL","WT on V","Q (L/h)","V3 (L)","alag1","age on CL","bili","alt","tras","cap","age on V","keto","age on Ka","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","SIGMA(1,1)","SIGMA(2,2)","seCL(L/h)","seV2 (L)","seKA","seWT on CL","seWT on V","seQ (L/h)","seV3 (L)","sealag1","seage on CL","sebili","sealt","setras","secap","seage on V","seketo","seage on Ka","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19","EI20","EI21"
391,1,1,1,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,0:24:29,437.57,1029.25,48289.6206845102,195.543,4575.95,0.385376,0.499988,0.11789,55.3925,1346.95,0.763706,-0.0698828,-0.0128617,0.0802373,0.723728,1.08536,1.7659,0.168144,1.40708,0.178648,0.571383,0.742339,0.0985896,1.96695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,1,1,1,0,0,0,0,1,0,0,1,0,1.4,NA,FOCE_I,0:06:40,398.27,0,49090.9458371105,189.905,4592.78,0.395135,0.335917,0.50096,48.5077,1467.76,0.730771,-0.106973,0.0552283,0.132736,1.85053,0.953742,1.73299,0.191355,1.27401,0.171374,0.464546,0.62853,0.108488,2.9222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,1,1,1,0,0,0,0,1,0,0,0,0,2.1,NA,FOCE_I,0:07:33,451.46,0,48269.9330821332,196.321,4830.37,0.438285,0.479917,0.304017,52.3166,1420.99,0.746653,-0.0762864,0.0705954,0.22833,2.03968,1.01163,1.88192,0.190762,1.6219,0.200408,0.620334,0.647204,0.106481,2.56155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,1,1,1,0,0,0,0,1,0,0,0,0,2.4,NA,FOCE_I,0:06:29,386.69,0,48964.7624527189,190.276,3917.34,0.335668,0.30637,0.478309,47.8203,1517.4,0.752731,-0.200219,-0.0454818,0.0178833,0.546514,0.859261,1.32358,0.143647,1.12072,0.205895,0.669237,0.885034,0.0970878,2.96881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,1,1,1,1,1,0,0,0,0,0,0,0,3.4,302875000000,FOCE_I,0:22:03,287.88,1032.7,47423.8099924199,197.005,4937.32,0.403081,0.450416,0.144807,46.272,2014.53,0.763049,-0.090657,-0.0231564,-0.179922,1.43854,1.08028,1.91568,0.178985,1.69152,0.183467,0.618739,0.866036,0.101688,2.40984,79.8206,1264.72,0.0726387,0.111193,4.93553,3.78617,1893.07,0.0353924,0.177907,1.0904,1.98528,5.86011,0.190515,0.236382,0.0306146,0.369104,0.0192369,0.169765,0.116595,0.00772422,1.33983,NA,NA,NA,NA,4.84522e-11,0.000741746,0.000989743,0.00143702,0.00571876,0.0125923,0.0338731,0.0599611,0.0949894,0.111286,0.161399,0.185389,0.25919,0.315701,0.345016,0.436549,0.53795,0.98762,1.04327,1.73134,14.675
396,1,1,1,1,0,0,1,0,1,1,0,0,3.1,NA,FOCE_I,0:04:41,279.09,0,49280.982412293,187.176,4091.28,0.370251,0.333346,0.335774,67.0157,1678.47,0.704311,-0.191756,-0.0187856,-0.0186918,1.41317,0.958304,1.39001,0.232847,1.19278,0.153673,0.481339,0.541756,0.112806,0.000269559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,1,1,1,1,0,0,0,0,0,0,2,0,3.6,NA,FOCE_I,0:58:06,2981.33,502.28,48290.010327819,187.38,4148.11,0.354755,0.416338,0.232192,58.3392,1356.37,0.750395,-0.161003,0.0121523,-0.0171773,0.558296,0.932414,1.25278,0.226662,0.91018,0.176177,0.510135,0.755507,0.102274,1.55143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,1,1,1,0,0,0,0,1,0,0,1,0,2.2,NA,FOCE_I,0:07:45,462.66,0,49616.1605662136,190.633,4413.31,0.354339,0.549065,0.718214,47.6701,1367.2,0.730207,-0.0695604,-0.0464904,-0.185311,0.503106,0.993594,1.70371,0.171359,1.15058,0.200123,0.594521,0.850632,0.103199,4.07021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,1,1,1,0,0,0,0,1,0,0,0,0,1,NA,FOCE_I,0:08:10,487.56,0,48851.7063820839,192.367,4158.01,0.356744,0.393338,0.32466,58.4302,1400.79,0.695798,-0.123146,0.0319031,0.0458327,1.75313,0.965627,1.34052,0.194014,1.13055,0.178659,0.56027,0.71307,0.10758,2.57779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,1,1,1,1,1,0,0,0,0,0,1,0,3.4,280695000,FOCE_I,0:25:39,464.14,1072.21,49134.6354391095,201.828,4997.55,0.453036,0.54988,0.328195,57.4766,1287.11,0.74772,-0.054,0.0434113,0.0655244,0.518488,0.924553,1.47774,0.19993,1.34334,0.194778,0.583315,0.777724,0.107634,3.4887,5.31189,317.088,0.0244933,0.105303,0.187101,7.51215,193.046,0.0176484,0.0600457,0.0572458,0.114181,0.0288983,0.0551069,0.144925,0.0317747,0.11505,0.0132666,0.0788476,0.106854,0.00488482,1.12792,NA,NA,NA,NA,1.63083e-08,0.00433887,0.0155248,0.0646716,0.108589,0.126362,0.195568,0.259992,0.380258,0.475936,0.569916,0.727885,0.815165,0.89798,0.998236,1.26601,1.50706,1.74395,2.25603,4.00888,4.57765
401,1,1,1,1,1,0,0,0,0,0,0,0,3.5,67817000,FOCE_I,0:15:14,194.74,717.29,48564.8357008446,194.019,4412.02,0.376925,0.448229,0.219985,54.3479,1614.53,0.697283,-0.141569,-0.0705045,-0.0364649,1.16881,0.941475,1.6462,0.167178,1.39292,0.182474,0.563288,0.708197,0.100293,3.56765,5.7536,231.109,0.0274005,0.0745169,0.136473,4.36916,135.04,0.0258673,0.0553279,0.0463848,0.0522049,0.217849,0.0587011,0.138124,0.024988,0.138841,0.0128253,0.0844548,0.0992078,0.00469636,1.08293,NA,NA,NA,NA,6.00287e-08,0.0645718,0.161578,0.168215,0.225768,0.286567,0.3705,0.418007,0.446201,0.589218,0.629289,0.763816,0.826888,0.868855,0.995167,1.25982,1.63696,1.94957,2.09403,3.17402,4.07096
402,1,1,1,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,0:16:23,981.09,0,47831.2768523932,189.781,4016.93,0.34935,0.422999,0.432913,44.5358,2196.65,0.758745,-0.205732,0.0320831,0.0718659,0.898386,0.957974,1.72258,0.133393,1.50963,0.191226,0.624603,0.70265,0.0985985,3.34472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,1,1,1,1,0,1,0,0,0,0,0,0,3.1,NA,FOCE_I,0:26:11,430,1138.67,49147.2650095667,193.159,3799.57,0.327448,0.382559,0.257864,61.1255,1497.7,0.739884,-0.120341,0.00396268,0.209872,0.559566,0.975603,1.01492,0.152884,0.83204,0.183867,0.568594,0.745282,0.110602,2.19174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,1,1,1,1,1,0,0,0,0,0,0,0,3.5,56247600,FOCE_I,0:23:02,349.82,1029.87,47942.4722945131,201.471,4234.66,0.38383,0.386601,0.668266,53.5324,1501.18,0.719,-0.0321017,0.0190852,0.179075,1.54709,0.937443,1.31514,0.168589,1.17754,0.17299,0.528459,0.683974,0.109609,2.55889,6.63261,307.786,0.0431436,0.0948386,0.193025,3.85421,215.047,0.0250154,0.06329,0.0196518,0.119032,0.105093,0.0591443,0.108519,0.0222291,0.14881,0.0128939,0.0727162,0.105066,0.0049745,0.95577,NA,NA,NA,NA,7.74192e-08,0.0292517,0.0577362,0.0670365,0.135828,0.194427,0.210616,0.290197,0.337322,0.392251,0.476478,0.556074,0.698414,0.802516,0.854755,0.991815,1.26322,2.23048,2.92942,4.12752,4.35464
405,1,1,1,0,0,0,0,1,0,0,0,0,1.5,NA,FOCE_I,0:08:00,477.91,0,49878.5853650782,191.716,4830.96,0.369745,0.391233,0.467857,47.597,1456.89,0.710685,-0.0771423,-0.00938155,0.128411,1.48554,1.06003,1.83349,0.154612,1.35952,0.195413,0.692131,0.772604,0.107645,2.8405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:06:01,359.15,0,48453.8682315453,193.16,4082.35,0.342284,0.402442,0.582293,55.8846,1614.5,0.703756,-0.130611,0.0125886,-0.00571668,1.10441,0.974596,1.40431,0.147603,1.15307,0.158937,0.592659,0.642691,0.111519,0.57126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,1,1,1,0,0,0,0,1,0,0,0,0,1.9,NA,FOCE_I,0:05:18,316.3,0,49651.0158024417,195.361,4035.73,0.393188,0.444269,0.759241,48.0062,1416.87,0.702642,-0.0913884,0.0612153,-0.203205,0.542559,0.937684,1.80477,0.189806,1.70493,0.191414,0.4722,0.629216,0.102708,3.63984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,1,1,1,1,0,1,0,0,0,0,0,0,3.6,NA,FOCE_I,0:14:01,200.97,638.62,49256.5331920497,208.695,5044.09,0.381758,0.460189,0.582212,52.6204,1424.05,0.710482,0.039312,0.0308503,0.00982932,0.51292,1.0901,1.88164,0.157954,1.35431,0.190553,0.673947,0.786196,0.106858,3.0937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,1,1,1,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,0:04:05,243.2,0,48611.9746632323,196.331,4635.03,0.40904,0.514265,0.596234,50.8189,1486.46,0.736153,-0.0706379,0.0521048,0.211078,0.539061,1.07878,1.71319,0.163813,1.406,0.199689,0.70342,0.823131,0.0997754,1.00409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,1,1,1,0,0,0,1,1,13,2,0,0,NA,NA,FOCE_I,0:04:36,274.12,0,49182.4601356749,190.352,4666.44,0.422349,0.377692,0.262073,55.66,1637.62,0.721199,-0.118939,0.0160058,0.0295284,0.882252,1.00246,1.90337,0.186286,1.65369,0.185397,0.582181,0.585021,0.10828,0.000269559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,1,1,1,0,0,0,0,1,8,1,0,0,NA,NA,FOCE_I,0:05:54,352.02,0,48981.5599898182,194.147,4181.44,0.392267,0.491044,0.420788,50.508,1284.12,0.709447,-0.125487,0.0172075,0.0788446,0.882252,0.921565,1.76105,0.200647,1.6764,0.17428,0.424856,0.599375,0.104389,0.726496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,1,1,1,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,0:09:49,587.11,0,49317.560016148,195.884,4297.5,0.348996,0.463592,0.299881,48.5798,1785.05,0.736188,-0.0861673,0.0309116,0.0859018,0.961016,0.991248,1.48588,0.130296,1.12567,0.175501,0.70483,0.897685,0.105909,3.01251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,1,1,1,1,0,0,1,0,4,1,0,0,3.1,NA,FOCE_I,0:07:14,431.38,0,49782.0089778357,194.142,4534.11,0.392123,0.42508,0.614717,54.6226,1783.7,0.731202,-0.118573,0.0540183,0.121113,0.559158,1.00953,1.72372,0.158823,1.38165,0.200785,0.699809,0.710162,0.111123,0.000269559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,1,1,1,1,0,1,0,0,0,0,0,0,3.1,NA,FOCE_I,0:23:22,344.22,1055.26,48423.4203508622,195.321,4296.27,0.361404,0.551107,0.525261,50.1279,1662.35,0.728596,-0.0780613,0.0566265,-0.0116421,2.02397,0.945287,1.68364,0.133484,1.35369,0.192866,0.715876,0.781989,0.102665,2.47143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,1,1,1,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,0:06:54,411.46,0,49734.855245476,192.804,4075.9,0.359993,0.228666,0.14297,51.6423,1609.76,0.698216,-0.17103,0.0269587,-0.023162,1.66467,0.937272,1.69287,0.167764,1.49903,0.188502,0.609127,0.660174,0.101805,1.89134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,1,1,1,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,0:19:26,237.13,926.75,48834.6970900232,189.418,4477.18,0.414736,0.362395,0.34715,58.9219,1485.92,0.709429,-0.149307,-0.00375627,-0.0522268,0.559765,0.952233,1.5673,0.167707,1.32653,0.18139,0.523105,0.666048,0.111298,0.51817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,1,1,1,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,0:06:15,373.41,0,48280.0825806056,195.691,4296.94,0.367339,0.48163,0.420881,62.054,1705.02,0.735051,-0.101197,0.0249931,-0.0622483,1.75068,0.967613,1.23418,0.137712,1.10797,0.173503,0.672574,0.747554,0.11439,0.501446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,1,1,1,0,0,0,0,1,24,1,1,0,NA,NA,FOCE_I,0:17:13,1030.9,0,48672.8664228538,192.941,4888.71,0.485705,0.355385,0.562731,46.4961,1479,0.716621,-0.0733037,0.0257783,0.00886655,0.882252,0.890513,1.8611,0.208009,1.6529,0.19536,0.48169,0.667205,0.0997291,3.16322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,1,1,1,1,1,0,0,0,0,0,0,0,3.4,494097000,FOCE_I,0:22:09,256.99,1069.54,48709.3904955635,185.896,4059.02,0.3527,0.440745,0.490661,57.6528,1515.59,0.73694,-0.183704,0.0267985,0.0882756,1.7534,0.958383,1.49311,0.205221,1.22911,0.162061,0.511157,0.637961,0.10375,0.799005,5.57978,289.23,0.0398345,0.132103,0.232367,5.40656,189.179,0.0225188,0.0643845,0.0660804,0.146268,0.473978,0.0766875,0.168984,0.0360643,0.179519,0.011459,0.0640128,0.150516,0.00431546,0.282052,NA,NA,NA,NA,1.00345e-08,0.0352086,0.0893173,0.131122,0.139513,0.214303,0.275313,0.348064,0.412834,0.498324,0.534001,0.685519,0.834215,0.83896,0.963445,1.15916,1.19534,1.80275,2.23551,3.64911,4.958
420,1,1,1,0,0,0,1,1,4,1,1,0,NA,NA,FOCE_I,0:05:46,344.37,0,49156.6326113748,195.419,4059.17,0.312434,0.402585,0.133478,53.728,1508.54,0.72068,-0.0878727,0.0115296,-0.00400655,0.767344,0.885116,1.58459,0.149174,1.27439,0.179171,0.697378,0.728429,0.110276,0.000269559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,1,1,1,1,0,0,0,0,0,1,0,3.5,730.977,FOCE_I,0:15:42,305.91,634.17,48904.1650086894,200.976,4820.68,0.474826,0.393536,0.460945,47.508,1579.01,0.721624,-0.0452391,-0.00467285,0.0617428,0.862937,0.870616,1.6061,0.19188,1.52339,0.206418,0.544557,0.676735,0.106723,2.02852,4.72461,226.953,0.0190922,0.049115,0.0540355,2.32914,220.539,0.0228806,0.0511041,0.0116348,0.052862,0.305299,0.0618042,0.114585,0.0229271,0.0906943,0.0143797,0.0707222,0.088577,0.00440004,0.736551,NA,NA,NA,NA,0.00690327,0.0129509,0.0309771,0.0905377,0.153905,0.166791,0.216753,0.293139,0.4237,0.483704,0.700047,0.798342,0.895232,0.928599,1.03833,1.29086,1.61584,1.79104,2.32601,2.6902,5.04613
422,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:04:29,267.27,0,49403.3360068795,195.142,4027.09,0.323852,0.436749,0.856684,55.0527,1849.74,0.730651,-0.0323676,0.0221515,0.0676065,0.929495,0.908333,1.74155,0.142545,1.34793,0.175817,0.550391,0.632063,0.110563,1.81478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:10:53,651.16,0,48110.5848127329,186.851,4253.65,0.38212,0.319643,0.463458,53.2919,1589.59,0.729409,-0.194676,-0.00737411,-0.00883234,0.777447,0.985742,1.7861,0.168458,1.57806,0.177189,0.590182,0.72066,0.0989538,2.55893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,1,1,1,1,0,1,0,0,9,1,0,0,3.3,NA,FOCE_I,0:22:33,294.57,1056.39,49619.2937333419,196.733,4336.19,0.326894,0.538166,0.525499,45.2366,1190.66,0.770078,-0.0330245,0.0516945,0.046124,0.882252,1.03088,1.54807,0.173911,0.980656,0.183399,0.599721,0.86783,0.105715,3.8682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,1,1,1,1,1,0,0,0,0,0,0,0,3.1,345235,FOCE_I,0:20:50,257.96,990.29,48129.2502508523,200.651,5075.41,0.508033,0.230897,0.189485,55.1898,1462.91,0.747075,-0.0831486,0.0112287,0.0839501,0.572669,1.06333,1.79566,0.195031,1.80341,0.186597,0.61811,0.500058,0.103061,3.43093,6.01491,367.441,0.0427387,0.103057,0.343353,7.22761,268.926,0.019147,0.0668787,0.0561819,0.0978929,0.0308265,0.0707197,0.142163,0.028931,0.139586,0.0129813,0.0745352,0.0784482,0.00432254,1.16595,NA,NA,NA,NA,1.64756e-05,0.0254608,0.0486719,0.117179,0.162516,0.172559,0.236851,0.248984,0.326488,0.422342,0.487422,0.586514,0.697128,0.808894,0.998979,1.11458,1.50465,1.87683,1.97462,3.50135,5.68796
426,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:13:20,797.07,0,49212.1001205318,194.683,4733.29,0.393065,0.45546,0.366692,45.2397,1425.31,0.720757,-0.175998,0.0326045,0.0925737,0.544569,0.979986,1.96634,0.163629,1.59026,0.181788,0.483344,0.588773,0.107443,3.56922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,1,1,0,0,0,0,1,9,1,0,0,NA,NA,FOCE_I,0:09:21,558.34,0,48206.022165012,190.779,4016.75,0.393864,0.252421,0.469131,58.3458,1259.15,0.729427,-0.165449,-0.0109258,-0.0466004,0.882252,1.07744,1.12651,0.201474,1.12612,0.198999,0.457274,0.715174,0.113097,2.76296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,0:03:49,227.49,0,48191.4396314025,187.026,4188.96,0.358662,0.342024,0.754431,52.8701,1367.72,0.761891,-0.180238,-0.055573,0.0925236,1.24963,1.17412,1.68255,0.17159,1.2306,0.183905,0.706082,0.887764,0.100336,3.04362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,1,1,1,0,0,0,0,1,0,0,1,0,2.6,NA,FOCE_I,0:17:14,1031.53,0,46360.2749434529,200.648,4450.05,0.424576,0.469819,0.555754,51.378,1277.12,0.748945,-0.00536956,-0.00904735,0.0561558,0.515297,0.933421,1.74598,0.222862,1.58656,0.19519,0.457744,0.636235,0.0998652,1.87807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:13:03,781.18,0,49709.8679663802,185.903,4147.14,0.439733,0.363734,0.479825,53.2983,1509.27,0.739978,-0.225669,0.00496688,0.00662111,0.936968,0.970198,1.62716,0.165385,1.60623,0.174271,0.523969,0.715734,0.104424,3.80924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:07:25,443.14,0,48304.8885498911,193.056,3896.7,0.318932,0.425783,0.509757,60.4794,1321.08,0.70901,-0.159709,-0.0723681,0.0794174,0.762594,1.03474,1.15069,0.168558,0.937911,0.190078,0.617654,0.785237,0.107578,3.08363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
